id,customer_id,product_id,total,status
1043,110,44,427.09,completed
1044,106,35,829.6,pending
1045,37,48,687.61,completed
1046,236,46,335.06,completed
1047,38,4,182.1,completed
1048,286,5,577.09,completed
1049,133,27,391.09,pending
1050,222,21,21.81,completed
1051,274,1,643.22,cancelled
1052,33,49,747.22,completed
1053,38,23,928.41,completed
1054,149,44,304.84,completed
1055,145,49,927.06,pending
1056,203,43,35.67,completed
1057,274,15,140.7,pending
1058,280,19,960.33,completed
1059,153,44,887.54,completed
1060,6,36,875.39,completed
1061,64,3,10.0,cancelled
1062,202,35,549.79,completed
1063,157,14,749.56,completed
1064,109,27,906.1,cancelled
1065,73,11,188.07,cancelled
1066,130,13,119.05,cancelled
1067,28,49,932.71,cancelled
1068,237,42,551.92,completed
1069,35,17,102.71,cancelled
1070,250,22,360.35,completed
1071,52,19,621.42,completed
1072,163,32,453.39,cancelled
1073,157,45,586.25,cancelled
1074,291,24,808.66,pending
1075,87,1,316.65,completed
1076,224,18,840.91,completed
1077,170,31,465.53,completed
1078,157,32,553.91,completed
1079,42,18,859.42,completed
1080,276,13,266.92,completed
1081,39,2,850.34,completed
1082,298,38,408.11,cancelled
1083,109,3,553.84,cancelled
1084,277,31,655.64,completed
1085,188,26,227.19,cancelled
1086,149,9,467.38,cancelled
1087,47,26,367.05,completed
1088,123,40,685.74,cancelled
1089,72,29,163.43,cancelled
1090,290,43,872.83,completed
1091,248,23,45.22,pending
1092,119,5,268.04,completed
1093,22,43,210.74,completed
1094,199,31,918.31,completed
1095,21,42,327.45,cancelled
1096,141,48,267.0,cancelled
1097,292,12,379.78,pending
1098,188,38,655.07,completed
1099,265,17,379.45,completed
1100,265,26,356.13,completed
1101,250,31,887.74,completed
1102,257,9,442.7,completed
1103,40,33,645.26,completed
1104,77,12,161.57,cancelled
1105,61,43,234.19,completed
1106,59,31,676.85,pending
1107,108,38,165.44,pending
1108,12,16,47.93,cancelled
1109,83,9,631.39,completed
1110,294,10,60.63,completed
1111,93,34,958.45,cancelled
1112,289,41,23.53,completed
1113,44,14,451.96,pending
1114,247,11,223.27,pending
1115,74,38,821.35,completed
1116,262,17,171.88,completed
1117,233,39,592.64,completed
1118,194,25,136.55,completed
1119,104,34,860.29,cancelled
1120,215,10,607.48,completed
1121,244,40,601.81,cancelled
1122,258,49,121.93,pending
1123,67,39,541.59,completed
1124,221,34,423.58,completed
1125,272,28,233.34,pending
1126,196,23,591.1,cancelled
1127,51,28,138.21,pending
1128,120,6,286.85,cancelled
1129,210,17,193.08,completed
1130,296,34,122.24,completed
1131,193,42,209.39,completed
1132,210,24,111.05,pending
1133,300,17,265.0,cancelled
1134,217,37,368.82,completed
1135,204,49,207.68,cancelled
1136,286,31,182.83,cancelled
1137,285,31,257.51,completed
1138,296,23,775.32,pending
1139,71,43,123.49,completed
1140,229,45,949.5,completed
1141,110,33,403.56,completed
1142,282,40,698.57,completed
1143,83,25,964.75,completed
1144,47,10,474.31,cancelled
1145,223,6,68.76,completed
1146,190,6,610.98,pending
1147,206,40,657.89,completed
1148,30,50,821.13,pending
1149,225,1,205.7,cancelled
1150,147,13,38.44,cancelled
1151,262,34,699.96,cancelled
1152,87,44,40.88,completed
1153,1,11,91.41,completed
1154,205,23,671.31,pending
1155,103,34,20.29,completed
1156,47,36,288.07,cancelled
1157,299,23,350.74,completed
1158,116,39,963.24,pending
1159,207,37,9.63,completed
1160,209,33,110.93,completed
1161,258,19,343.27,completed
1162,263,17,876.73,cancelled
1163,129,45,445.55,pending
1164,289,31,771.12,completed
1165,235,44,463.42,cancelled
1166,15,31,120.69,completed
1167,196,41,789.71,completed
1168,118,21,415.36,completed
1169,265,35,14.67,completed
1170,128,19,97.54,completed
1171,39,36,931.74,pending
1172,161,23,222.47,cancelled
1173,138,12,947.38,completed
1174,256,48,203.67,completed
1175,136,14,233.06,completed
1176,183,10,780.04,completed
1177,41,44,956.0,pending
1178,4,49,857.8,completed
1179,247,24,622.56,pending
1180,295,18,493.35,cancelled
1181,144,26,225.98,cancelled
1182,66,4,528.11,pending
1183,245,35,37.4,completed
1184,202,44,777.02,pending
1185,62,45,520.61,completed
1186,5,1,675.73,pending
1187,298,7,328.81,cancelled
1188,133,12,550.82,completed
1189,138,31,958.73,completed
1190,188,12,501.28,completed
1191,215,45,753.43,completed
1192,206,18,453.48,cancelled
1193,68,37,687.58,completed
1194,139,16,557.56,pending
1195,101,10,801.04,completed
1196,243,1,180.72,pending
1197,69,41,519.42,completed
1198,250,20,254.72,cancelled
1199,25,26,103.48,completed
1200,31,14,814.75,pending
1201,50,29,745.87,completed
1202,185,24,562.55,completed
1203,177,2,414.7,completed
1204,102,37,578.01,cancelled
1205,90,50,288.19,completed
1206,262,32,775.87,pending
1207,41,25,615.6,pending
1208,75,11,642.38,completed
1209,216,41,614.25,pending
1210,37,6,166.19,completed
1211,161,21,654.75,completed
1212,203,18,888.25,completed
1213,267,29,416.92,completed
1214,12,9,729.13,completed
1215,41,14,171.08,completed
1216,49,5,937.11,pending
1217,281,4,31.23,pending
1218,269,49,996.03,completed
1219,135,40,159.5,pending
1220,159,15,251.16,completed
1221,227,41,130.78,cancelled
1222,88,2,39.98,completed
1223,167,31,469.86,cancelled
1224,140,36,447.62,cancelled
1225,91,38,599.6,cancelled
1226,223,34,641.59,cancelled
1227,159,23,484.24,completed
1228,46,29,311.33,pending
1229,134,10,307.06,completed
1230,268,49,848.71,completed
1231,147,31,537.42,pending
1232,245,20,14.09,pending
1233,150,39,235.06,completed
1234,281,24,192.63,cancelled
1235,224,26,253.65,pending
1236,194,15,266.67,pending
1237,123,34,765.72,cancelled
1238,140,19,650.21,cancelled
1239,138,27,192.06,completed
1240,94,9,293.15,pending
1241,232,18,701.97,pending
1242,97,21,24.3,completed
1243,274,2,190.01,completed
1244,145,18,129.41,pending
1245,5,15,94.75,completed
1246,253,14,345.2,completed
1247,256,24,466.37,completed
1248,170,6,844.33,completed
1249,29,18,776.77,completed
1250,279,31,185.7,completed
1251,196,1,126.35,completed
1252,198,50,975.1,completed
1253,18,13,463.53,completed
1254,267,43,982.21,pending
1255,200,44,961.41,completed
1256,82,41,729.6,cancelled
1257,267,8,257.05,completed
1258,102,24,888.08,completed
1259,58,16,634.74,completed
1260,8,11,795.42,cancelled
1261,62,26,790.2,completed
1262,22,38,784.56,pending
1263,80,24,771.94,completed
1264,81,32,95.94,cancelled
1265,174,49,627.01,completed
1266,183,42,158.15,cancelled
1267,55,9,490.4,completed
1268,286,42,757.91,pending
1269,99,2,690.8,completed
1270,69,17,899.17,pending
1271,225,36,298.24,pending
1272,98,37,190.69,completed
1273,166,47,471.05,cancelled
1274,284,11,73.53,completed
1275,231,19,820.32,cancelled
1276,188,30,5.72,cancelled
1277,195,47,189.61,completed
1278,187,50,622.1,completed
1279,33,43,967.33,pending
1280,98,34,684.81,cancelled
1281,79,40,286.71,pending
1282,165,8,100.78,completed
1283,23,9,182.75,completed
1284,104,7,487.94,completed
1285,17,37,643.54,pending
1286,251,34,625.85,cancelled
1287,132,4,369.52,cancelled
1288,37,1,930.56,completed
1289,252,6,470.72,completed
1290,185,36,744.76,pending
1291,189,46,63.01,cancelled
1292,137,34,45.45,completed
1293,156,5,944.88,cancelled
1294,50,7,726.55,cancelled
1295,198,13,197.15,completed
1296,292,41,947.77,cancelled
1297,286,27,747.38,cancelled
1298,184,44,461.43,pending
1299,54,11,793.5,cancelled
1300,206,33,340.83,completed
1301,274,39,445.8,completed
1302,162,36,991.51,completed
1303,191,27,765.36,pending
1304,166,39,244.52,cancelled
1305,110,25,766.88,completed
1306,185,29,450.26,pending
1307,1,47,39.49,completed
1308,9,34,139.41,completed
1309,4,20,984.47,completed
1310,162,2,772.67,completed
1311,284,33,558.54,cancelled
1312,80,7,42.55,completed
1313,80,9,268.66,cancelled
1314,128,15,259.96,completed
1315,48,37,402.8,completed
1316,40,47,328.07,pending
1317,89,32,826.58,cancelled
1318,49,39,644.04,completed
1319,296,25,83.09,completed
1320,172,23,880.39,pending
1321,214,8,870.44,completed
1322,6,41,778.53,pending
1323,28,20,526.76,completed
1324,277,37,153.83,cancelled
1325,114,10,55.27,pending
1326,229,49,597.16,cancelled
1327,47,15,434.78,pending
1328,76,9,339.49,pending
1329,293,48,54.06,pending
1330,135,6,401.53,pending
1331,67,49,139.2,cancelled
1332,102,32,398.34,cancelled
1333,101,36,617.92,cancelled
1334,127,16,76.29,pending
1335,166,44,924.52,completed
1336,58,43,416.51,completed
1337,179,13,324.13,cancelled
1338,13,50,308.29,completed
1339,227,40,150.09,completed
1340,120,13,686.93,completed
1341,44,8,740.88,completed
1342,76,19,18.66,completed
1343,157,29,473.83,completed
1344,108,48,540.32,completed
1345,280,34,751.6,cancelled
1346,248,40,731.27,completed
1347,10,25,585.09,cancelled
1348,23,17,174.47,completed
1349,103,45,619.87,completed
1350,239,42,945.45,completed
1351,199,43,274.95,completed
1352,56,2,296.03,pending
1353,119,25,511.0,completed
1354,162,32,867.44,cancelled
1355,46,12,202.88,pending
1356,288,46,26.38,completed
1357,272,20,336.9,pending
1358,81,2,350.05,completed
1359,182,41,305.81,cancelled
1360,142,4,627.66,pending
1361,16,36,949.37,completed
1362,78,22,897.69,completed
1363,45,47,385.3,cancelled
1364,117,27,244.16,completed
1365,219,20,910.19,completed
1366,230,35,136.11,completed
1367,298,35,685.63,completed
1368,71,20,690.09,cancelled
1369,70,28,995.71,completed
1370,290,11,320.91,cancelled
1371,273,47,122.8,completed
1372,75,47,34.34,completed
1373,212,27,306.83,completed
1374,78,50,191.99,completed
1375,95,2,763.64,cancelled
1376,137,39,569.21,completed
1377,119,15,688.94,completed
1378,41,45,780.93,completed
1379,258,39,471.42,completed
1380,95,25,493.99,completed
1381,84,13,230.14,pending
1382,8,18,950.45,completed
1383,104,49,208.54,completed
1384,225,40,492.49,completed
1385,235,16,430.42,completed
1386,195,47,316.33,cancelled
1387,293,39,538.48,completed
1388,267,7,454.35,completed
1389,126,34,540.18,completed
1390,286,25,518.55,completed
1391,98,19,442.36,completed
1392,147,30,170.65,completed
1393,28,45,519.38,completed
1394,238,42,454.44,cancelled
1395,58,12,779.84,cancelled
1396,70,26,416.49,pending
1397,13,12,456.41,completed
1398,233,6,253.83,completed
1399,64,6,118.59,pending
1400,186,6,526.2,pending
1401,262,40,950.01,pending
1402,282,25,48.69,completed
1403,172,37,871.95,completed
1404,84,10,182.97,completed
1405,215,20,312.97,pending
1406,148,41,184.79,completed
1407,104,1,624.45,completed
1408,7,30,500.14,pending
1409,279,1,609.94,pending
1410,122,14,590.92,pending
1411,233,27,444.67,cancelled
1412,4,16,882.76,completed
1413,286,14,53.67,completed
1414,29,42,352.27,completed
1415,17,43,580.2,cancelled
1416,153,22,920.78,completed
1417,56,27,993.77,completed
1418,146,40,662.62,cancelled
1419,294,36,181.53,pending
1420,297,24,931.82,completed
1421,154,21,371.73,pending
1422,35,49,430.19,cancelled
1423,34,19,473.46,completed
1424,141,22,529.42,cancelled
1425,108,45,213.01,completed
1426,56,37,731.08,cancelled
1427,45,31,725.45,cancelled
1428,148,28,610.8,completed
1429,133,34,577.27,cancelled
1430,182,9,616.22,pending
1431,267,47,633.7,pending
1432,93,40,236.56,completed
1433,100,1,122.62,pending
1434,61,48,848.83,cancelled
1435,213,27,50.26,completed
1436,287,41,216.28,completed
1437,145,17,791.24,completed
1438,154,33,552.24,completed
1439,59,44,336.62,pending
1440,292,40,960.31,completed
1441,100,22,834.66,pending
1442,243,3,647.42,pending
1443,80,41,463.31,cancelled
1444,172,30,785.07,pending
1445,29,34,302.85,completed
1446,285,35,23.62,cancelled
1447,170,23,70.88,completed
1448,144,2,342.46,pending
1449,274,11,573.13,pending
1450,96,39,121.26,completed
1451,162,46,36.47,pending
1452,45,32,877.66,completed
1453,232,20,220.06,completed
1454,90,8,377.34,completed
1455,104,6,446.56,completed
1456,248,33,158.31,completed
1457,248,47,874.51,completed
1458,168,10,770.63,completed
1459,265,44,992.76,completed
1460,19,30,390.65,cancelled
1461,60,1,314.43,completed
1462,45,22,469.54,completed
1463,53,34,767.35,completed
1464,12,37,759.7,completed
1465,165,13,196.58,completed
1466,273,21,773.92,completed
1467,140,10,161.71,completed
1468,8,40,561.83,completed
1469,106,35,353.57,completed
1470,139,10,943.56,completed
1471,294,16,175.42,completed
1472,174,35,446.43,completed
1473,15,31,903.78,completed
1474,55,25,58.53,pending
1475,201,12,706.15,cancelled
1476,229,40,358.85,completed
1477,102,46,759.61,cancelled
1478,41,49,765.61,cancelled
1479,68,6,813.79,pending
1480,50,30,313.84,pending
1481,241,15,947.71,completed
1482,133,24,395.12,completed
1483,167,30,490.07,completed
1484,244,8,354.68,pending
1485,88,19,769.1,cancelled
1486,295,9,510.41,pending
1487,55,21,558.37,completed
1488,155,35,463.67,cancelled
1489,212,16,622.77,cancelled
1490,82,31,386.9,completed
1491,107,45,593.02,pending
1492,291,22,546.8,completed
1493,89,43,671.26,cancelled
1494,250,8,594.2,pending
1495,167,36,102.17,pending
1496,91,20,956.1,completed
1497,56,44,815.0,pending
1498,168,32,646.76,completed
1499,47,14,817.95,cancelled
1500,1,49,150.99,completed
1501,232,35,295.05,cancelled
1502,296,29,199.69,completed
1503,154,37,795.37,completed
1504,223,46,982.67,completed
1505,46,38,13.08,cancelled
1506,207,9,853.24,completed
1507,190,36,968.06,completed
1508,287,23,114.15,completed
1509,16,16,434.56,cancelled
1510,202,41,321.54,pending
1511,208,25,438.01,completed
1512,89,31,143.37,cancelled
1513,197,24,840.76,completed
1514,148,43,129.92,completed
1515,37,42,20.63,pending
1516,224,9,89.24,pending
1517,234,45,606.41,pending
1518,93,30,511.87,cancelled
1519,231,25,358.53,completed
1520,218,39,12.39,pending
1521,122,46,504.22,pending
1522,280,37,370.14,completed
1523,291,31,706.36,completed
1524,298,31,961.93,completed
1525,73,47,732.64,completed
1526,239,34,82.84,cancelled
1527,46,16,475.09,completed
1528,277,38,315.94,completed
1529,176,35,779.63,pending
1530,233,33,906.52,cancelled
1531,170,27,356.15,completed
1532,149,11,40.15,cancelled
1533,156,47,786.1,completed
1534,32,41,475.79,completed
1535,294,4,658.04,completed
1536,14,19,487.34,completed
1537,259,5,852.19,completed
1538,130,9,617.72,completed
1539,132,1,742.72,cancelled
1540,90,38,740.27,pending
1541,190,12,264.95,completed
1542,249,12,800.38,completed
1543,176,6,967.51,cancelled
1544,79,32,754.0,pending
1545,197,16,662.36,completed
1546,108,37,735.69,completed
1547,28,42,268.07,completed
1548,27,11,466.69,pending
1549,155,31,747.42,cancelled
1550,120,25,685.09,pending
1551,243,17,149.42,pending
1552,7,19,927.59,pending
1553,196,44,319.11,cancelled
1554,22,7,918.12,completed
1555,222,40,918.45,completed
1556,172,18,270.75,completed
1557,131,42,586.26,pending
1558,124,47,673.53,completed
1559,267,22,679.33,completed
1560,161,36,15.53,completed
1561,35,1,414.19,cancelled
1562,54,44,448.71,completed
1563,146,17,197.11,completed
1564,48,4,938.81,completed
1565,63,46,958.01,completed
1566,67,25,658.11,cancelled
1567,95,8,697.18,completed
1568,151,30,662.18,completed
1569,233,18,770.51,completed
1570,132,11,781.83,completed
1571,32,25,391.65,completed
1572,133,17,182.04,completed
1573,252,13,612.25,completed
1574,252,7,148.15,pending
1575,112,40,645.12,pending
1576,133,7,39.69,completed
1577,293,47,254.34,pending
1578,10,32,153.11,completed
1579,20,43,393.53,completed
1580,169,26,576.77,cancelled
1581,252,31,438.88,completed
1582,277,15,8.29,pending
1583,63,37,537.63,completed
1584,171,44,306.31,completed
1585,47,24,536.95,completed
1586,42,30,761.65,completed
1587,104,12,556.7,pending
1588,98,20,697.4,completed
1589,184,32,89.44,pending
1590,98,9,40.52,completed
1591,123,32,391.82,cancelled
1592,158,32,536.27,pending
1593,9,3,342.59,completed
1594,22,26,122.6,cancelled
1595,235,44,870.85,cancelled
1596,77,48,581.45,completed
1597,19,48,145.88,completed
1598,242,40,50.57,completed
1599,8,12,634.5,completed
1600,50,30,613.17,cancelled
1601,33,7,118.61,cancelled
1602,113,5,805.43,pending
1603,173,48,680.01,completed
1604,62,44,578.09,completed
1605,165,14,765.41,cancelled
1606,89,22,67.91,completed
1607,73,49,418.08,completed
1608,284,11,441.47,cancelled
1609,21,9,104.47,cancelled
1610,193,50,161.96,pending
1611,42,1,12.19,completed
1612,146,27,695.04,pending
1613,65,14,147.37,completed
1614,268,29,414.97,completed
1615,20,39,184.1,pending
1616,46,41,827.35,completed
1617,179,27,9.55,completed
1618,99,8,986.67,completed
1619,186,49,986.85,cancelled
1620,113,30,771.48,completed
1621,142,4,197.75,completed
1622,243,32,180.44,completed
1623,28,42,367.37,completed
1624,223,17,337.62,pending
1625,23,7,741.71,cancelled
1626,91,11,786.56,pending
1627,264,8,75.51,completed
1628,228,38,581.86,pending
1629,102,48,678.47,completed
1630,118,50,114.58,completed
1631,51,16,739.06,completed
1632,193,15,78.16,cancelled
1633,249,4,891.04,completed
1634,111,40,457.72,pending
1635,192,9,460.45,completed
1636,184,18,206.2,completed
1637,17,45,570.82,completed
1638,70,8,852.39,pending
1639,215,11,761.54,completed
1640,152,39,161.0,cancelled
1641,88,37,970.29,completed
1642,45,27,857.69,pending
1643,111,38,476.12,pending
1644,143,1,731.37,completed
1645,127,21,437.08,completed
1646,77,37,898.76,pending
1647,23,3,991.32,cancelled
1648,18,28,533.47,pending
1649,51,29,497.81,completed
1650,286,49,17.36,pending
1651,112,9,361.61,completed
1652,47,2,482.38,completed
1653,83,46,461.99,cancelled
1654,299,2,976.54,pending
1655,71,46,408.33,completed
1656,238,46,635.24,completed
1657,198,45,336.24,completed
1658,152,28,754.12,cancelled
1659,278,37,795.51,completed
1660,172,48,932.58,cancelled
1661,187,4,115.41,completed
1662,239,40,45.67,completed
1663,90,42,561.0,completed
1664,288,46,774.71,completed
1665,172,16,541.94,pending
1666,298,45,213.75,completed
1667,165,23,898.44,cancelled
1668,217,18,59.19,completed
1669,177,29,488.8,cancelled
1670,63,31,711.28,cancelled
1671,150,29,622.85,completed
1672,97,30,91.87,pending
1673,92,19,958.47,completed
1674,56,11,279.56,completed
1675,255,10,875.62,cancelled
1676,12,19,419.45,cancelled
1677,68,31,349.97,pending
1678,11,19,193.12,completed
1679,119,34,646.45,pending
1680,297,22,657.48,completed
1681,249,38,667.53,cancelled
1682,281,29,460.72,cancelled
1683,68,20,175.88,completed
1684,117,31,375.04,completed
1685,25,10,356.36,pending
1686,86,40,924.51,cancelled
1687,147,12,973.34,completed
1688,83,16,121.33,completed
1689,295,9,443.68,completed
1690,95,14,564.67,completed
1691,163,23,152.2,pending
1692,277,11,535.97,completed
1693,13,26,931.41,completed
1694,235,21,160.27,cancelled
1695,260,22,649.01,completed
1696,243,19,969.76,cancelled
1697,76,37,729.9,pending
1698,174,45,116.75,pending
1699,21,9,679.62,completed
1700,158,2,404.62,completed
1701,229,23,97.02,completed
1702,100,38,528.8,completed
1703,101,2,88.17,pending
1704,45,33,397.45,pending
1705,163,39,607.05,completed
1706,185,26,152.21,pending
1707,190,25,375.97,completed
1708,177,23,311.54,pending
1709,288,6,219.62,pending
1710,213,29,292.19,pending
1711,213,9,836.33,cancelled
1712,45,10,211.74,pending
1713,269,22,70.79,cancelled
1714,193,6,11.59,completed
1715,213,12,558.03,cancelled
1716,71,13,190.08,pending
1717,149,36,493.13,completed
1718,300,20,496.63,pending
1719,115,2,792.26,completed
1720,135,20,956.25,pending
1721,64,42,667.58,completed
1722,214,12,494.43,completed
1723,15,8,765.89,pending
1724,35,39,746.84,cancelled
1725,247,37,438.89,completed
1726,244,45,819.19,completed
1727,263,47,577.39,completed
1728,84,38,63.22,completed
1729,237,45,139.82,completed
1730,28,18,364.36,completed
1731,25,19,295.21,completed
1732,264,13,767.61,completed
1733,49,39,753.87,cancelled
1734,166,21,827.69,completed
1735,139,44,699.48,completed
1736,50,35,582.15,completed
1737,7,9,520.58,completed
1738,249,27,343.61,completed
1739,53,14,158.78,completed
1740,97,36,615.36,cancelled
1741,273,46,553.36,completed
1742,214,30,916.45,completed
1743,68,2,482.12,completed
1744,186,9,817.95,cancelled
1745,268,49,970.26,completed
1746,156,2,745.74,completed
1747,114,9,857.53,completed
1748,117,20,129.72,completed
1749,41,28,692.36,completed
1750,40,2,775.82,pending
1751,22,13,112.28,cancelled
1752,31,31,123.33,completed
1753,23,5,305.14,completed
1754,50,8,920.5,completed
1755,103,12,672.25,completed
1756,47,10,846.63,completed
1757,297,23,355.44,cancelled
1758,124,33,572.38,completed
1759,297,49,18.91,completed
1760,99,19,175.91,cancelled
1761,3,47,103.19,completed
1762,259,46,477.34,cancelled
1763,95,29,675.16,completed
1764,93,23,981.39,pending
1765,110,33,231.42,completed
1766,161,8,468.57,cancelled
1767,70,32,763.46,completed
1768,286,47,45.41,completed
1769,253,8,387.86,pending
1770,160,44,976.3,pending
1771,116,36,410.25,pending
1772,97,5,895.28,pending
1773,189,12,17.72,pending
1774,54,26,440.87,completed
1775,62,10,397.84,cancelled
1776,53,48,925.66,completed
1777,34,24,975.33,completed
1778,103,39,844.81,pending
1779,63,15,838.92,pending
1780,143,49,714.93,cancelled
1781,140,49,790.55,pending
1782,183,31,668.34,pending
1783,249,33,282.5,pending
1784,56,8,254.44,pending
1785,119,41,942.69,completed
1786,51,48,57.59,completed
1787,256,44,31.62,completed
1788,196,39,680.81,completed
1789,156,40,625.12,completed
1790,267,50,494.73,pending
1791,104,19,663.78,pending
1792,259,17,544.73,cancelled
1793,280,2,952.82,completed
1794,221,8,386.71,completed
1795,193,29,462.36,completed
1796,91,36,661.11,completed
1797,85,32,433.53,completed
1798,200,32,765.19,cancelled
1799,252,43,556.01,cancelled
1800,293,31,478.53,completed
1801,260,4,394.43,pending
1802,194,40,678.11,completed
1803,165,4,33.01,completed
1804,66,24,352.13,cancelled
1805,14,49,891.89,completed
1806,195,7,431.01,completed
1807,211,23,61.17,completed
1808,127,16,649.84,cancelled
1809,44,45,70.17,completed
1810,59,22,173.93,cancelled
1811,167,3,463.6,pending
1812,291,33,901.9,completed
1813,11,45,472.35,completed
1814,163,25,572.5,completed
1815,294,7,809.28,completed
1816,106,22,499.25,completed
1817,86,40,303.02,pending
1818,104,32,637.27,completed
1819,275,14,290.92,completed
1820,153,37,405.02,completed
1821,48,46,844.97,completed
1822,173,18,71.93,cancelled
1823,244,28,213.69,completed
1824,155,33,805.11,pending
1825,277,21,204.08,pending
1826,129,40,517.79,cancelled
1827,93,2,629.7,cancelled
1828,96,37,501.71,pending
1829,138,41,535.06,cancelled
1830,223,37,727.98,completed
1831,268,13,367.45,completed
1832,124,10,747.7,completed
1833,223,27,322.06,completed
1834,105,27,270.6,completed
1835,83,17,688.42,completed
1836,208,16,117.99,completed
1837,15,16,798.06,completed
1838,238,32,562.03,pending
1839,217,42,906.13,completed
1840,82,18,140.75,completed
1841,143,43,552.95,completed
1842,249,2,60.05,completed
1843,161,39,301.49,completed
1844,209,24,673.31,completed
1845,204,47,843.54,completed
1846,58,37,735.81,completed
1847,268,43,829.84,cancelled
1848,129,32,885.14,completed
1849,63,50,807.65,completed
1850,300,48,393.0,completed
1851,217,14,148.56,completed
1852,110,18,442.28,completed
1853,29,32,535.8,completed
1854,163,35,426.66,completed
1855,143,10,366.18,completed
1856,158,2,647.17,cancelled
1857,18,48,663.91,completed
1858,123,17,554.96,completed
1859,186,44,126.44,completed
1860,227,25,12.83,pending
1861,131,20,94.8,completed
1862,153,14,860.12,completed
1863,225,41,320.6,pending
1864,18,18,867.11,pending
1865,242,48,415.9,completed
1866,217,7,825.28,completed
1867,260,5,355.1,cancelled
1868,281,48,330.13,completed
1869,27,42,643.38,pending
1870,70,1,403.66,completed
1871,161,37,86.82,completed
1872,128,34,715.0,completed
1873,211,21,454.23,completed
1874,134,12,689.03,completed
1875,145,13,88.98,completed
1876,94,26,877.01,cancelled
1877,115,2,948.37,cancelled
1878,118,6,974.26,completed
1879,135,45,852.57,completed
1880,206,40,431.76,completed
1881,77,6,958.24,completed
1882,291,8,19.04,cancelled
1883,223,50,920.39,pending
1884,254,8,228.36,completed
1885,98,18,291.52,pending
1886,196,9,434.15,completed
1887,111,19,728.07,completed
1888,215,12,411.48,completed
1889,15,19,976.25,completed
1890,231,16,372.79,pending
1891,44,1,471.54,completed
1892,204,44,216.16,pending
1893,217,48,599.21,completed
1894,49,36,63.46,completed
1895,121,31,908.69,cancelled
1896,24,1,257.39,cancelled
1897,196,20,977.64,completed
1898,68,36,45.92,completed
1899,134,11,506.23,completed
1900,240,9,94.2,cancelled
1901,222,10,264.1,completed
1902,23,9,501.71,completed
1903,185,28,286.51,completed
1904,136,34,316.45,completed
1905,162,48,994.59,completed
1906,285,43,638.47,pending
1907,28,13,152.88,completed
1908,94,3,472.9,completed
1909,240,28,120.44,pending
1910,21,29,359.74,cancelled
1911,249,30,495.52,completed
1912,64,23,98.11,completed
1913,93,11,751.19,completed
1914,289,43,587.75,cancelled
1915,3,34,768.01,completed
1916,214,5,249.93,pending
1917,49,22,30.83,completed
1918,202,24,592.39,completed
1919,166,10,33.73,pending
1920,246,30,630.21,completed
1921,3,22,969.92,cancelled
1922,232,21,947.68,cancelled
1923,67,14,863.96,completed
1924,166,4,745.08,cancelled
1925,196,6,401.86,completed
1926,123,50,866.19,completed
1927,11,14,167.13,pending
1928,146,42,753.8,completed
1929,62,20,493.39,pending
1930,159,44,605.5,completed
1931,50,24,515.09,pending
1932,229,25,479.06,cancelled
1933,217,6,757.71,completed
1934,96,28,632.53,completed
1935,21,33,345.04,pending
1936,115,42,687.81,completed
1937,254,34,631.41,cancelled
1938,43,19,470.88,completed
1939,245,20,152.86,completed
1940,154,16,525.48,completed
1941,292,4,553.24,completed
1942,263,7,513.1,pending
1943,49,30,662.55,cancelled
1944,130,23,258.59,completed
1945,258,2,118.37,pending
1946,92,12,843.7,completed
1947,43,27,877.37,completed
1948,161,38,725.47,pending
1949,136,22,966.89,completed
1950,109,12,82.83,cancelled
1951,133,44,110.8,cancelled
1952,10,1,397.96,completed
1953,88,42,479.73,pending
1954,250,20,620.41,cancelled
1955,185,45,675.43,pending
1956,155,6,129.46,completed
1957,98,8,816.89,completed
1958,14,14,483.71,completed
1959,124,28,842.88,cancelled
1960,98,6,304.41,pending
1961,76,31,424.77,completed
1962,86,10,740.09,pending
1963,249,31,24.53,pending
1964,300,16,205.33,cancelled
1965,201,4,337.18,completed
1966,222,27,849.37,cancelled
1967,284,19,41.83,pending
1968,249,33,593.08,cancelled
1969,250,15,715.72,cancelled
1970,10,28,578.52,cancelled
1971,33,18,893.41,pending
1972,243,8,497.31,completed
1973,230,45,439.05,completed
1974,148,47,196.24,completed
1975,225,15,510.1,cancelled
1976,174,39,854.19,pending
1977,68,19,724.38,pending
1978,214,44,654.24,completed
1979,242,11,623.73,completed
1980,45,43,485.48,completed
1981,103,11,607.72,completed
1982,213,32,307.13,completed
1983,286,4,999.26,completed
1984,134,23,678.54,completed
1985,258,3,807.78,completed
1986,221,8,619.48,completed
1987,288,15,488.93,completed
1988,182,50,51.44,cancelled
1989,137,10,854.14,cancelled
1990,54,46,55.17,pending
1991,235,49,115.38,completed
1992,53,36,46.76,completed
1993,86,41,122.47,completed
1994,186,11,729.71,pending
1995,260,32,733.89,completed
1996,79,42,366.92,completed
1997,63,13,441.91,pending
1998,4,16,835.64,pending
1999,175,19,507.5,completed
2000,137,24,716.62,pending
2001,185,41,666.67,completed
2002,272,27,788.28,completed
2003,220,27,918.43,pending
2004,265,44,364.97,completed
2005,227,10,771.3,cancelled
2006,36,6,341.61,pending
2007,85,28,66.16,completed
2008,78,37,62.52,cancelled
2009,152,27,404.99,cancelled
2010,156,47,743.98,completed
2011,5,18,900.71,cancelled
